id,specz1,photoz1,ra1,dec1,vote1
956,0.0508791,0.996854,164.7283,8.0122499,0.512564
957,0.0391678,0.0952711,167.29332,8.1855316,0.409737
958,0.0464373,0.0548194,167.89534,57.828598,0.720472
959,0.0430894,0.146391,172.53133,58.434891,0.450828
960,0.0464887,0.0945781,167.31238,58.303726,0.531792
961,0.0752511,0.11026,162.40515,57.861416,0.403982
962,0.0827222,0.0211639,162.8882,57.977455,0.554831
963,0.0730003,0.0624271,157.04152,57.258629,0.414712
964,0.0726881,0.0410946,160.62006,58.33947,0.478527
965,0.0806246,0.0604162,152.97472,57.05444,0.423812
966,0.0436806,0.094163,182.7581,59.12001,0.866924
967,0.098641,0.0145515,200.1725,58.048603,0.462055
968,0.0773862,0.0688346,197.65761,59.264606,0.754046
969,0.0701433,0.0880752,183.88089,60.379257,0.69549
970,0.0441306,0.146686,193.11545,60.066853,0.688496
971,0.0831315,0.123588,205.43056,58.746548,0.887045
972,0.0622055,0.041394,178.21492,60.504215,0.429036
973,0.0526886,0.13439,181.17987,60.672474,0.431111
974,0.0989651,0.088869,183.31247,60.809002,0.431809
975,0.0664659,0.0335653,183.28162,60.695091,0.606175
976,0.0611224,0.0605421,196.38316,60.169392,0.434099
977,0.0668255,0.097339,176.53915,60.949638,0.688143
978,0.0478748,0.0897048,150.61662,5.2534261,0.75856
979,0.0834967,0.0801347,150.54564,5.7023053,0.484201
980,0.0547161,0.129026,162.55099,6.3779192,0.575992
981,0.0517055,0.0433116,125.24003,3.7509573,0.694835
982,0.0650221,0.120324,127.75746,4.0541306,0.673448
983,0.0997365,0.232195,129.01305,4.1541591,0.422221
984,0.0475443,0.0662923,129.70062,4.1261301,0.498176
985,0.0105664,8.33E-05,146.58517,5.6918392,0.444446
986,0.0924447,0.12057,149.72287,6.0244679,0.410585
987,0.0981537,0.21504,152.68069,6.2004061,0.542947
988,0.0552326,0.0957522,153.23863,6.1841874,0.514269
989,0.0491556,0.0565488,165.31837,6.960381,0.480314
990,0.0528013,0.0630216,123.28111,3.8217013,0.61392
991,0.0384659,0.0291839,140.17836,5.7369809,0.552429
992,0.0722232,0.108352,154.02301,6.7060518,0.476116
993,0.0719129,0.138119,159.42854,7.0881243,0.771509
994,0.0231755,0.0016851,162.92848,7.2946849,0.551015
995,0.0695674,0.0482171,165.13094,7.2712698,0.729538
996,0.0411252,0.117898,167.0041,7.4422855,0.602598
997,0.0615617,0.131536,148.40015,6.725781,0.679002
998,0.09803,0.0804469,152.40535,7.1347566,0.47744
999,0.057948,0.0731629,161.97818,7.644835,0.535383
1000,0.088515,0.0682139,165.35957,7.729753,0.400329
1001,0.0216161,0.162579,175.59306,8.7698631,0.781463
1002,0.0915549,0.118896,183.05649,8.815753,0.937215
1003,0.0871381,0.0757111,187.30038,8.7994289,0.425965
1004,0.047102,1.07E-04,194.87933,8.6827736,0.421782
1005,0.0863256,0.100001,128.27635,4.8348312,0.454063
1006,0.0631776,0.0489599,128.28394,4.8591018,0.587491
1007,0.0512045,0.108715,131.96437,5.3792601,0.567975
1008,0.0761598,0.0857557,169.78116,8.8984594,0.402031
1009,0.0865695,0.118958,170.51717,8.8799391,0.543483
1010,0.0217112,0.00175035,179.22339,9.1524153,0.514483
1011,0.0838702,0.121352,187.59444,9.3161926,0.413826
1012,0.0911703,0.147871,139.23788,6.7932591,0.655558
1013,0.0606675,0.0691225,148.57341,7.8204598,0.624622
1014,0.0858854,0.0407028,154.66724,8.3759012,0.543945
1015,0.0770473,0.185144,171.03508,9.3429127,0.647029
1016,0.0923122,0.113637,173.67094,9.5184641,0.531436
1017,0.0350189,0.0169571,178.57605,9.6681108,0.515902
1018,0.0741658,0.0958455,141.80084,7.4222784,0.401343
1019,0.0863944,0.147555,143.78986,7.7259855,0.546618
1020,0.0449341,0.0940808,155.76683,8.886694,0.493998
1021,0.0902353,0.0502851,160.44989,9.1991758,0.685811
1022,0.0884991,0.122862,160.51453,9.3077374,0.61578
1023,0.0946545,0.0957281,176.34625,9.9428644,0.409007
1024,0.0936726,0.0860584,132.51616,6.625886,0.534807
1025,0.0849526,0.146798,145.78224,8.3130598,0.592651
1026,0.086231,0.0793419,184.74312,10.596577,0.451587
1027,0.0259415,0.0602062,185.74051,10.548328,0.771004
1028,0.0602001,0.048398,186.08116,10.446334,0.561528
1029,0.0181736,0.0168653,146.96548,8.8308048,0.444521
1030,0.0359295,0.0303705,165.51372,10.333651,0.594344
1031,0.0684427,0.0562899,167.72487,10.531663,0.724655
1032,0.0852884,0.181457,177.57991,10.836007,0.631495
1033,0.0851139,0.0480195,194.48428,53.523232,0.450309
1034,0.0305706,0.0296369,196.31915,53.239056,0.612904
1035,0.0547066,0.0273273,180.49075,54.186527,0.718075
1036,0.0285988,0.0245907,196.38164,53.620178,0.508638
1037,0.0520026,0.0849663,152.43393,49.838428,0.697569
1038,0.0971511,0.0812965,169.48718,53.636646,0.416327
1039,0.0985707,0.11623,169.53104,53.683292,0.564734
1040,0.0890774,0.0395652,170.50931,53.714886,0.464217
1041,0.0691454,0.0630634,172.27319,54.092155,0.646142
1042,0.0636245,0.0418346,175.64371,54.227848,0.448596
1043,0.0722276,0.0906943,176.61128,54.294342,0.402665
1044,0.0804613,0.189332,188.70528,54.697533,0.63596
1045,0.0785359,0.0648289,199.41289,53.766876,0.414613
1046,0.0328805,0.995321,200.46019,53.691063,0.413018
1047,0.0165296,0.00176789,190.95592,54.904949,0.917744
1048,0.0325845,0.99796,196.86858,54.447876,0.657304
1049,0.0703762,0.0576768,168.83324,54.387962,0.606044
1050,0.0701924,0.107623,170.0441,54.605648,0.471825
1051,0.0468285,8.28E-04,171.62115,54.787811,0.486104
1052,0.0938492,0.178376,172.49084,54.836937,0.41062
1053,0.0529967,0.0813849,176.4805,55.278381,0.761848
1054,0.0872324,0.0452255,196.86612,54.963749,0.451458
1055,0.0910407,0.0926115,150.74263,50.84697,0.497652
1056,0.032234,8.21E-04,156.99892,52.494854,0.622598
1057,0.0632507,0.0696737,158.41652,53.058544,0.40535
1058,0.0944548,0.0237044,177.40456,55.665676,0.461008
1059,0.0984048,0.106167,179.7917,55.859707,0.48764
1060,0.0875138,0.168268,192.18269,55.039143,0.642889
1061,0.0853429,0.0392618,194.455,55.871727,0.429248
1062,0.0640151,0.077995,195.79906,55.673946,0.831845
1063,0.0763324,0.174289,213.66945,50.689922,0.499464
1064,0.0663698,0.10515,241.42996,37.17915,0.680723
1065,0.0332688,0.076535,247.08568,32.809662,0.497483
1066,0.0625089,0.0718182,229.9341,45.024872,0.502116
1067,0.0604058,0.111604,233.73277,42.83918,0.562055
1068,0.0655186,0.0519716,242.87846,36.896629,0.837777
1069,0.0958988,0.0877886,246.69557,33.776585,0.565235
1070,0.0335205,0.127608,253.91409,26.675453,0.418155
1071,0.0991065,0.171121,229.89822,45.387035,0.614533
1072,0.093514,0.0831293,232.48508,44.043976,0.490735
1073,0.098325,0.0698839,248.79753,32.283577,0.509296
1074,0.0544955,0.157292,256.28253,24.944956,0.618947
1075,0.0814017,0.102264,211.80272,52.445652,0.420004
1076,0.0271258,2.90E-04,230.23582,45.718128,0.711895
1077,0.0582425,0.138771,234.76469,43.323044,0.713708
1078,0.0331859,0.0580465,236.83859,42.103855,0.453224
1079,0.0347615,0.0890455,237.1111,41.981144,0.528253
1080,0.0584436,0.0744915,243.72577,37.185123,0.707715
1081,0.07229,0.0758875,247.9101,33.81377,0.880699
1082,0.0785046,0.0406317,245.35828,36.440166,0.481258
1083,0.0881401,0.117195,234.88414,41.464024,0.404942
1084,0.0493653,9.44E-04,213.9151,50.713451,0.678381
1085,0.0697925,0.0326907,223.64929,47.589535,0.426452
1086,0.0893036,0.114157,223.99377,47.443874,0.518746
1087,0.0851154,0.117743,224.01701,47.395031,0.758925
1088,0.0797385,0.112536,244.60109,34.977859,0.633945
1089,0.0690463,0.113996,208.69861,52.57217,0.417711
1090,0.0708322,0.150299,239.06682,39.860477,0.696288
1091,0.0669001,0.140114,243.19319,36.89484,0.441377
1092,0.0840749,0.106297,200.92513,54.295296,0.878621
1093,0.0791524,0.098302,239.01854,40.463207,0.448673
1094,0.0566032,0.0338063,243.5495,37.227253,0.730145
1095,0.0741126,0.0968866,246.10612,34.973984,0.622781
1096,0.075527,0.123525,207.5854,53.580059,0.549104
1097,0.0950848,0.180656,209.15947,53.23872,0.780459
1098,0.0828593,0.105706,212.39514,52.559067,0.538749
1099,0.0704966,0.0639988,238.7197,41.267048,0.746818
1100,0.0688124,0.0567859,219.20755,50.995991,0.463524
1101,0.0716028,0.114377,221.75284,50.120529,0.639775
1102,0.0734779,0.0747182,211.43454,56.826492,0.813849
1103,0.0719539,0.090668,208.56099,58.6912,0.732272
1104,0.0856379,0.150659,217.67816,55.264454,0.462677
1105,0.0742574,0.0566469,230.50667,50.174637,0.720311
1106,0.0752707,0.136537,229.70341,51.085949,0.502898
1107,0.0561486,0.173616,230.28719,50.66861,0.418969
1108,0.0926724,0.0964695,246.56204,33.486324,0.474052
1109,0.0779702,0.0775386,247.64195,32.557373,0.410815
1110,0.0689937,0.175154,245.00667,37.588322,0.61577
1111,0.0542464,1.53E-04,246.84676,36.116768,0.6426
1112,0.0785604,0.0750451,249.70013,34.139122,0.593288
1113,0.0381138,4.93E-04,230.53998,48.392109,0.426465
1114,0.060059,0.169582,240.34705,43.085072,0.437926
1115,0.0246889,0.0128945,247.27844,37.536777,0.420238
1116,0.0739779,0.0733452,229.34094,50.550655,0.58719
1117,0.0993608,0.104216,253.53342,31.607729,0.402111
1118,0.0405151,0.0286782,211.63509,56.94455,0.487691
1119,0.0607957,0.0672728,250.81792,35.159634,0.59044
1120,0.083428,0.130106,252.83789,33.040333,0.41208
1121,0.0803163,0.100966,221.06963,54.892197,0.428947
1122,0.0323317,0.089593,247.12965,39.523655,0.476927
1123,0.0340458,0.0381133,247.15491,39.445354,0.539913
1124,0.039607,0.0473475,209.00517,58.528996,0.688209
1125,0.0422085,0.0325942,219.43417,55.934612,0.555636
1126,0.0337017,0.118515,225.68713,53.509541,0.827398
1127,0.0400989,0.0643444,239.18396,46.344589,0.504016
1128,0.0271571,0.00205289,246.16476,41.019955,0.7633
1129,0.0997297,0.0792186,251.19403,36.302547,0.566724
1130,0.0735581,0.123069,218.37753,56.611012,0.780565
1131,0.0593503,0.0848824,238.13577,46.338356,0.532333
1132,0.0979356,0.111744,251.49074,34.851078,0.593541
1133,0.0998467,0.161176,254.20267,31.783993,0.512088
1134,0.023166,0.036496,244.05034,42.399822,0.889335
1135,0.0307196,0.0263385,245.55162,41.144524,0.613333
1136,0.0237833,5.06E-04,250.79263,36.167736,0.443103
1137,0.0268176,0.0704114,328.78275,-0.77028215,0.533695
1138,0.0629966,0.0708823,331.16568,-0.83748341,0.47593
1139,0.0810411,0.143396,332.76718,-0.77565759,0.420785
1140,0.0930287,0.144314,332.96918,-0.82790297,0.584581
1141,0.0565933,0.0600202,336.83777,-0.67809087,0.481711
1142,0.0580293,0.0855383,333.0853,0.56060153,0.669441
1143,0.0988041,0.11602,331.26221,0.99674976,0.430083
1144,0.097132,0.152736,124.98785,27.613388,0.488069
1145,0.0481475,0.142897,129.5748,30.916973,0.820175
1146,0.0510292,0.0459866,134.71069,34.088795,0.59754
1147,0.0710769,0.0359068,138.76042,36.089912,0.903928
1148,0.0738963,0.177786,147.59694,40.092636,0.862932
1149,0.0931894,0.207288,150.65791,41.26408,0.589158
1150,0.0742209,0.154457,119.0875,23.677643,0.804722
1151,0.0255217,6.05E-04,135.49974,35.34219,0.524371
1152,0.0926672,0.0815373,138.5204,37.072002,0.404005
1153,0.0642405,0.0853778,138.61002,37.165504,0.681059
1154,0.0599524,1.00005,143.24469,39.330158,0.594588
1155,0.0904234,0.108378,115.62888,21.687305,0.502675
1156,0.0453087,0.10359,116.91494,22.908249,0.793068
1157,0.0695964,0.0819246,154.1667,43.672173,0.458593
1158,0.0955028,0.138242,131.66982,5.4100342,0.403191
1159,0.0899963,0.145266,138.20131,6.3789721,0.542721
1160,0.0753892,0.119941,140.02617,6.5621238,0.465805
1161,0.075304,0.999707,142.71365,7.4110646,0.450949
1162,0.079824,0.0491771,138.48792,7.3323221,0.770575
1163,0.0687093,0.178174,139.47722,7.4427924,0.55915
1164,0.094022,0.121647,133.76141,7.0839124,0.413303
1165,0.0310763,0.0249788,138.61742,7.6853728,0.621072
1166,0.0908037,0.138349,118.67075,23.059172,0.418804
1167,0.0614603,0.129355,147.08762,7.0237746,0.883744
1168,0.057838,0.137159,148.88785,7.1306219,0.569282
1169,0.0469207,0.365992,152.42265,7.4408684,0.690819
1170,0.0873081,0.11914,158.44894,8.0948982,0.584075
1171,0.076329,0.0405758,152.79175,8.4317255,0.537215
1172,0.0642587,0.0465011,152.79443,8.8048725,0.454385
1173,0.0672125,0.0834107,156.9857,9.2537947,0.404679
1174,0.0457523,0.0817116,156.21617,9.569767,0.444797
1175,0.0833648,0.11907,154.82639,9.7380924,0.418723
1176,0.0658904,0.0517624,157.58034,9.9528427,0.697729
1177,0.0935658,0.143686,159.93982,10.144407,0.484775
1178,0.0208496,0.0269553,173.09114,8.8473501,0.511652
1179,0.0469528,0.100163,189.79056,8.932766,0.446444
1180,0.0730324,0.144399,165.43097,8.8201141,0.438344
1181,0.0366249,0.0150978,165.34207,9.3080769,0.795771
1182,0.0260772,0.0259165,175.86874,9.8297691,0.554718
1183,0.0852576,0.0449425,177.02676,9.7448616,0.466675
1184,0.0966746,0.110391,176.97369,9.7654238,0.596702
1185,0.0921339,0.0312676,181.51349,9.9354153,0.411415
1186,0.0940967,0.0807036,182.48166,9.9769201,0.412916
1187,0.0901442,0.145592,189.59059,9.8804808,0.643183
1188,0.083512,0.0399263,174.7748,10.13891,0.589005
1189,0.0926871,0.0354961,183.72293,10.297121,0.456042
1190,0.0850612,0.111961,188.51276,10.370207,0.547594
1191,0.0358231,0.115061,165.07497,10.049088,0.726262
1192,0.05224,0.173328,174.8703,10.509316,0.477314
1193,0.0641811,0.170426,179.54414,10.684479,0.515014
1194,0.0373265,0.0591121,165.23645,10.504212,0.434673
1195,0.0851776,0.14855,168.27463,10.667638,0.491283
1196,0.0635001,0.270651,181.79437,11.14205,0.557602
1197,0.0945819,0.0925144,188.89861,11.140725,0.595742
1198,0.0730753,0.0176288,157.41808,10.000912,0.536281
1199,0.0785131,0.0719334,145.94012,9.0126362,0.652836
1200,0.082021,0.0647701,146.72223,9.0875969,0.547784
1201,0.0572998,9.56E-04,151.83029,9.8724728,0.473339
1202,0.0447821,0.0948636,156.13335,10.294683,0.425946
1203,0.098148,0.132988,122.67104,6.0438728,0.52054
1204,0.0975284,0.146407,122.89733,6.0096669,0.462479
1205,0.0530198,3.77E-04,152.38939,10.682114,0.690207
1206,0.0940812,0.00950335,164.48332,11.87488,0.808919
1207,0.0695544,0.0630279,142.79721,9.8836117,0.504531
1208,0.0536728,0.068674,159.44165,11.816365,0.491945
1209,0.053648,0.0463396,148.45416,10.974181,0.91525
1210,0.0820339,0.0605828,124.95093,25.725101,0.741042
1211,0.0924139,0.117631,128.00626,27.619566,0.473314
1212,0.00625334,3.70E-04,137.33293,33.121311,0.662635
1213,0.0249232,0.00188666,123.53074,25.245895,0.537071
1214,0.0985957,0.0572615,125.67253,26.715704,0.801956
1215,0.0678828,0.131127,132.2356,30.826124,0.624626
1216,0.0930673,0.118485,120.91067,23.86602,0.707836
1217,0.0438519,0.00830986,136.25627,33.918457,0.697101
1218,0.047687,0.0423894,139.8309,35.742325,0.620003
1219,0.0307638,7.02E-04,140.63336,36.222401,0.525904
1220,0.0207832,0.0240463,123.26539,24.558537,0.478853
1221,0.0950039,0.300644,116.62639,20.165266,0.449628
1222,0.0266202,0.00223511,134.65569,31.482409,0.429925
1223,0.062765,0.0572378,138.53323,33.534992,0.490557
1224,0.0728939,0.123873,140.8434,34.594254,0.438167
1225,0.0612729,0.140396,147.41843,38.338596,0.778549
1226,0.0945522,0.129272,127.08075,28.269888,0.431131
1227,0.052946,0.0240516,129.55702,30.557938,0.632528
1228,0.0811945,0.124738,147.8736,9.1044703,0.639602
1229,0.0961257,0.0938414,151.27774,9.4550047,0.469616
1230,0.0968912,8.24E-04,123.24149,5.4227633,0.462253
1231,0.0969476,0.0339249,133.93625,7.3694019,0.68431
1232,0.0957539,0.102343,150.5894,9.8004236,0.477026
1233,0.0838842,0.0827281,126.44693,6.3969035,0.697564
1234,0.0922796,0.0224129,137.50356,8.3780413,0.715093
1235,0.0753232,0.0330817,141.94847,8.994853,0.484825
1236,0.0550313,0.618744,145.84007,10.083837,0.679205
1237,0.0492705,0.132317,129.51141,7.890522,0.473633
1238,0.0747771,0.0860648,144.36696,10.291208,0.454489
1239,0.0397973,0.0959226,161.32912,12.64515,0.625603
1240,0.0640407,0.23205,133.48778,8.7961054,0.522908
1241,0.0752255,0.089793,149.59995,11.586581,0.613365
1242,0.0240149,0.00113554,159.84506,12.998482,0.667362
1243,0.071636,0.121019,190.71425,14.289888,0.567827
1244,0.0928588,0.0291539,138.93736,10.134701,0.815194
1245,0.0539757,0.0355589,155.68065,12.894046,0.460226
1246,0.0322077,0.0432391,155.87453,12.795365,0.548603
1247,0.098125,0.0867792,157.86337,13.100407,0.606911
1248,0.0105417,0.0194946,161.35814,13.443935,0.608606
1249,0.0650564,0.12264,164.29008,13.715689,0.866148
1250,0.0788549,0.100352,176.74384,14.464608,0.431591
1251,0.0691877,0.0548168,190.26781,14.54927,0.417448
1252,0.0541597,0.0504165,133.48997,9.6281385,0.665256
1253,0.0612295,0.0721853,135.82249,10.016827,0.705321
1254,0.0932219,0.14187,146.07121,11.83974,0.409548
1255,0.0977293,0.114227,158.23967,13.502337,0.460842
1256,0.0929364,0.176244,161.23418,13.844541,0.422249
1257,0.0811386,0.0409009,173.32344,14.787007,0.686075
1258,0.0720549,0.12328,185.66985,15.039543,0.486796
1259,0.0644784,0.0768436,150.2756,12.892543,0.667862
1260,0.0841707,0.115638,150.77635,13.091449,0.786424
1261,0.0318478,0.0598907,156.45251,13.727946,0.793541
1262,0.0318741,0.0325118,156.45416,13.753175,0.443015
1263,0.0997927,0.0400078,159.40208,14.195158,0.684058
1264,0.0579113,0.0243786,164.17522,14.568972,0.558124
1265,0.0997082,0.0899979,176.92886,15.422587,0.514446
1266,0.0708599,0.0560786,143.019,12.153539,0.699545
1267,0.0791696,0.0680566,170.25409,15.481568,0.620231
1268,0.0697896,0.111491,173.68018,15.64668,0.682598
1269,0.0937111,0.144504,206.23181,47.254349,0.795421
1270,0.0380881,0.162913,198.02312,48.845631,0.661515
1271,0.0391757,0.0412461,190.8826,49.878273,0.624732
1272,0.0982112,0.0873975,197.31995,49.540482,0.871127
1273,0.093029,0.104415,205.75752,48.201309,0.678925
1274,0.0623939,0.0371977,188.61063,50.068195,0.570983
1275,0.0396493,0.159291,189.02794,50.471855,0.507041
1276,0.0947744,0.0826946,191.31084,50.352413,0.649121
1277,0.0612959,0.0390622,203.11824,49.059971,0.530635
1278,0.063963,0.0579971,207.9995,48.120617,0.900536
1279,0.0488772,0.0912708,190.98073,50.792519,0.425297
1280,0.090405,0.0939895,215.31499,44.663166,0.401471
1281,0.035437,0.0257524,215.03941,45.146606,0.737666
1282,0.0800598,0.0662786,215.79579,44.801731,0.418995
1283,0.0283371,0.0823664,226.20139,41.004486,0.589166
1284,0.0651725,0.0460708,230.88728,38.737568,0.743321
1285,0.099642,0.147098,213.69728,45.892105,0.476956
1286,0.0905942,0.341841,215.22198,45.908642,0.503493
1287,0.0361387,0.0840015,216.44153,45.615154,0.445067
1288,0.0930599,0.1363,224.86914,42.544643,0.522859
1289,0.0764661,0.0978155,226.44839,42.316879,0.587238
1290,0.041161,0.0327572,229.98335,40.838871,0.528757
1291,0.0732886,0.0695289,219.52322,45.465981,0.447898
1292,0.0943718,0.0483248,156.08722,37.581642,0.414035
1293,0.091679,0.0351176,160.34918,38.57341,0.471618
1294,0.0949268,0.0504041,151.66403,36.652943,0.568839
1295,0.0930405,0.120307,158.82642,38.707508,0.584806
1296,0.0571439,0.123809,140.47235,32.823696,0.670597
1297,0.038811,0.0673291,149.47162,36.346508,0.44646
1298,0.0694233,0.0706763,161.07408,39.702847,0.697832
1299,0.053232,0.0720616,149.3221,36.831539,0.78983
1300,0.0538396,0.0377094,149.33862,36.879108,0.651072
1301,0.0174077,0.00233043,142.13301,34.389057,0.55791
1302,0.0924343,0.10299,159.46617,40.095665,0.581694
1303,0.0670568,0.113138,157.90535,40.117962,0.69238
1304,0.0803461,0.0722906,158.10005,40.213749,0.52909
1305,0.0437642,0.0440975,160.62531,40.772564,0.822272
1306,0.0967917,0.0795813,160.67238,40.923512,0.618645
1307,0.0811913,0.228593,198.93813,55.788807,0.618938
1308,0.0928236,0.132665,226.53951,48.392776,0.490695
1309,0.0306872,0.00112128,238.73082,41.521183,0.688997
1310,0.0774073,0.142863,212.23088,53.824085,0.463283
1311,0.0935664,0.259994,223.11427,50.463181,0.417706
1312,0.0712872,0.0601277,250.51401,32.185795,0.710391
1313,0.0999798,0.122778,196.08643,56.849945,0.73942
1314,0.0817918,0.0764149,197.70537,56.650173,0.805447
1315,0.0252125,0.00600338,205.41347,55.670567,0.931907
1316,0.0694368,0.0734257,206.12054,55.630207,0.448395
1317,0.0730425,0.0801063,229.71931,48.060249,0.602204
1318,0.0349174,0.00137683,240.74969,41.197094,0.563876
1319,0.0625461,0.0375234,252.07875,31.438744,0.621046
1320,0.0770983,0.185927,198.37224,57.10796,0.469575
1321,0.0902337,0.115788,201.38914,56.83844,0.695912
1322,0.0973098,0.998641,212.60986,54.610226,0.671332
1323,0.0310009,0.164511,250.93073,33.020199,0.447985
1324,0.0736157,0.106473,198.26799,57.633579,0.792142
1325,0.0694432,0.0846977,208.00188,56.110184,0.403281
1326,0.0426617,0.021735,212.78944,54.946621,0.583779
1327,0.0697911,0.19418,218.15915,53.67297,0.700603
1328,0.0187569,2.57E-04,233.75047,46.814671,0.487423
1329,0.0975585,0.104183,252.55573,32.113354,0.446105
1330,0.0885084,0.113218,212.00119,55.732086,0.644833
1331,0.0636795,0.10201,180.06187,56.249294,0.444783
1332,0.0653212,0.048238,195.31967,55.995377,0.633518
1333,0.0650123,0.0423145,196.56451,55.760796,0.728068
1334,0.0754777,0.0602568,221.2282,50.38274,0.485427
1335,0.0736983,0.118152,173.18631,56.180107,0.51219
1336,0.0901294,0.0489935,181.2796,56.638927,0.425848
1337,0.0521886,0.0462789,182.46684,56.742115,0.506246
1338,0.0890174,0.0890869,190.43541,56.731728,0.537952
1339,0.0738482,0.0496228,173.37915,56.742126,0.779279
1340,0.0515928,0.118687,177.15984,56.946152,0.774705
1341,0.0817583,0.114461,180.18846,57.133846,0.427281
1342,0.099434,0.108801,197.31827,56.4851,0.474232
1343,0.0645071,0.103577,204.3119,55.669876,0.637652
1344,0.0411386,0.0397917,213.34093,53.806355,0.700358
1345,0.0889762,0.0637415,221.21846,51.332642,0.67315
1346,0.0702326,0.0396612,222.56842,50.792137,0.493612
1347,0.0988822,0.0803061,173.23032,57.090065,0.606943
1348,0.0790169,0.0428251,174.81091,57.229412,0.426239
1349,0.0946762,0.0840893,183.1787,57.635963,0.467504
1350,0.0644013,0.0370756,183.78728,57.635429,0.510931
1351,0.0997334,0.123405,202.22476,56.306408,0.499728
1352,0.0344019,0.0720563,180.80762,57.890553,0.52198
1353,0.0701466,0.099914,195.32294,57.61871,0.42863
1354,0.0930352,0.0115246,200.48761,57.014984,0.532829
1355,0.0526008,0.0335904,204.57143,56.403496,0.451224
1356,0.0876391,0.117028,211.37292,55.094112,0.77934
1357,0.0694413,0.0590244,224.04379,51.152534,0.720343
1358,0.0722336,0.0487354,212.27217,55.291786,0.460296
1359,0.0887872,0.0549698,214.04794,54.888783,0.741667
1360,0.0300285,0.249344,241.01559,30.303587,0.475026
1361,0.0442156,0.040447,248.1815,25.474623,0.483205
1362,0.0731953,0.0623346,235.98288,34.418114,0.612019
1363,0.0490937,0.121137,254.00668,21.21143,0.591189
1364,0.0317799,0.0298042,226.47478,40.224735,0.450381
1365,0.0512866,0.053573,226.68887,39.956329,0.451713
1366,0.0714649,0.144539,227.83374,39.450115,0.597033
1367,0.0723456,0.128438,206.21234,10.580843,0.709048
1368,0.0306963,0.0218554,215.04675,9.7980089,0.415688
1369,0.0876427,0.119084,210.78104,10.619212,0.489601
1370,0.0796754,0.084917,216.09172,9.9759064,0.462633
1371,0.093649,0.103415,226.38525,8.7926979,0.670919
1372,0.0342212,1.60E-04,230.4102,8.1449461,0.659249
1373,0.0775367,0.17811,227.28447,9.0409851,0.528408
1374,0.0344105,0.0633362,230.79793,8.5524168,0.555902
1375,0.0902922,0.086664,231.1707,8.424037,0.567859
1376,0.0383103,0.0257086,210.91275,11.378247,0.450933
1377,0.0573317,0.062935,209.20969,12.313785,0.443727
1378,0.0275837,0.00137074,215.19331,5.4924603,0.547637
1379,0.0743759,0.115482,201.96422,6.7137847,0.75289
1380,0.0473406,0.0112739,214.99612,6.0515885,0.765197
1381,0.0842366,0.205765,208.52847,6.7073336,0.687191
1382,0.0588652,0.0416376,219.21552,6.140029,0.619016
1383,0.0906944,0.108455,218.4157,6.4888287,0.450078
1384,0.0866872,0.0903427,218.33443,6.6855412,0.682296
1385,0.0704417,0.0375286,211.48337,7.4309201,0.502709
1386,0.0239333,0.183024,213.40747,7.6600122,0.872582
1387,0.0324176,0.0384397,200.23991,8.9854746,0.4494
1388,0.0895883,0.236153,200.45601,8.9778376,0.526939
1389,0.0584096,0.0795247,211.74355,8.2392836,0.869745
1390,0.0547467,0.125454,214.39491,8.3394203,0.536939
1391,0.082965,0.0800562,213.92386,8.917593,0.472956
1392,0.0802417,0.0842555,225.83594,7.6077261,0.705754
1393,0.0786419,0.0835701,227.34235,7.6145234,0.566426
1394,0.0517985,0.0302345,228.21683,7.509006,0.566962
1395,0.0685514,0.0969919,206.34514,9.7760019,0.410246
1396,0.0274611,0.0365179,219.14636,8.7504234,0.479
1397,0.0896138,0.0966527,225.72382,8.139761,0.499864
1398,0.0942164,0.20044,227.97879,7.906776,0.698266
1399,0.070345,0.0797394,235.65625,6.8568797,0.736613
1400,0.069869,8.14E-04,198.93414,10.624601,0.496031
1401,0.0401556,7.24E-04,201.70836,10.55966,0.53212
1402,0.0873586,0.0165407,202.70114,10.546535,0.581616
1403,0.080532,0.105185,214.80017,9.6880512,0.486303
1404,0.0666876,0.211941,211.96143,38.106293,0.473866
1405,0.0109857,3.00E-04,206.61572,39.678337,0.587259
1406,0.0593427,0.274514,219.65041,36.271019,0.419446
1407,0.0779249,0.0288824,232.06039,31.24893,0.573407
1408,0.0888543,0.106549,239.4839,27.2236,0.445836
1409,0.0642824,0.07886,239.66667,26.977661,0.708969
1410,0.0435936,0.0296217,246.21364,22.94854,0.404211
1411,0.0797985,0.110389,215.34464,38.059284,0.589777
1412,0.0777557,0.0388897,225.8867,34.450832,0.61702
1413,0.0902192,0.0959476,240.79384,26.95525,0.508466
1414,0.0696144,0.0842007,241.39539,26.55736,0.634445
1415,0.0884009,0.117797,241.67984,26.273651,0.65833
1416,0.0560202,0.0807602,245.30499,24.155207,0.514481
1417,0.0578333,0.00230667,250.55367,20.396719,0.665661
1418,0.0801377,0.0835354,211.18857,39.565125,0.478896
1419,0.0564776,0.0708015,226.12595,34.843826,0.639202
1420,0.0457575,0.00126709,227.02043,34.387173,0.826126
1421,0.0787435,0.145652,230.87701,32.636986,0.49002
1422,0.0826589,0.0497155,237.5396,29.185053,0.659908
1423,0.0256843,0.0365428,214.13251,39.58905,0.914689
1424,0.0504076,0.0380862,233.21184,32.436661,0.506588
1425,0.0780086,0.846677,239.70178,28.943878,0.457034
1426,0.0927623,0.102339,239.60197,26.933783,0.455554
